Feature name;Feature value
Bios;Legalny BIOS AMI UEFI 128Mb z obsługą GUI Obsługuje Plug and Play Zdarzenia budzące zgodność z ACPI 5.1 Obsługuje bez zworek Obsługa SMBIOS 2.3 Procesor VDDCR_SOC, DRAM, VDDP Regulacja napięcia
Bios;128Mb AMI UEFI Legal BIOS with multilingual GUI support ACPI 6.0 Compliant wake up events SMBIOS 2.7 Support CPU Core/Cache, CPU GT, VCCSA, DRAM, VCCIO, CPU Standby, VCCIN AUX Voltage Multi-adjustment
Bios;256Mb AMI UEFI Legal BIOS with GUI support
Bios;128Mb AMI UEFI Legal BIOS z obsługą GUI
Bios;128Mb AMI UEFI Legal BIOS with GUI support
Bios;128Mb AMI UEFI Legal BIOS with multilingual GUI support ACPI 6.0 Compliant wake up events SMBIOS 2.7 Support DRAM, PCH 1.05V Voltage Multi-adjustment
Bios;"256Mb AMI UEFI Legal BIOS with GUI support Supports ""Plug and Play"" ACPI 5.1 compliance wake up events Supports jumperfree SMBIOS 2.3 support CPU, CPU VDDCR_SOC, DRAM, VPPM, PREM VDD_CLDO, PERM VDDCR_SOC, +1.8V, VDDP, VDDG, CPU Load-Line"
Bios;128Mb AMI UEFI Legal BIOS z obsługą wielojęzycznego GUI ACPI 6.0 Compliant wake up events Obsługa SMBIOS 2.7 Rdzeń/pamięć podręczna procesora, CPU GT, DRAM, VCCIN AUX, +1.05V PROC, +1,8V PROC, +0.82V PCH, +1.05V PCH Voltage Multi-adjustment
Bios;128Mb AMI UEFI Legal BIOS z obsługą graficznego interfejsu użytkownika
Bios;256 Mb Flash ROM, UEFI AMI BIOS
Bios;128 Mb Flash ROM, UEFI AMI BIOS, PnP, SM BIOS 3.1, ACPI 6.1, Multi-language BIOS, ASUS EZ Flash 3, ASUS CrashFree BIOS 3, F3 My Favorite, Last Modified log, F12 PrintScreen, ASUS DRAM SPD (Serial Presence Detect) memory information, F6 Qfan Control
Bios;128 Mb Flash ROM, UEFI AMI BIOS
Bios;192 (128+64) Mb Flash ROM, UEFI AMI BIOS
Bios;2 x 256 Mb Flash ROM, UEFI AMI BIOS
Bios;256 MbFlash ROM, UEFI AMI BIOS
Bios;256 Mb  Flash ROM, UEFI AMI BIOS
Bios;192 (128+64) Mb Flash ROM, UEFI AMI Bios
Bios;1 x 128 Mbit flash Use of licensed AMI UEFI BIOS PnP 1.0a, DMI 2.7, WfM 2.0, SM BIOS 2.7, ACPI 5.0
Bios;1 x 256 Mbit flash Korzysta z licencjonowanego AMI UEFI BIOS PnP 1.0a, DMI 2.7, WfM 2.0, SM BIOS 2.7, ACPI 5.0
Bios;1 x 256 Mbit flash Use of licensed AMI UEFI BIOS PnP 1.0a, DMI 2.7, WfM 2.0, SM BIOS 2.7, ACPI 5.0
Bios;1 x 256 Mbit flash Korzystanie z licencjonowanego systemu BIOS AMI UEFI PnP 1.0a, DMI 2.7, WfM 2.0, SM BIOS 2.7, ACPI 5.0
Bios;1 x 128 Mbit flash Korzystanie z licencjonowanego systemu AMI UEFI BIOS PnP 1.0a, DMI 2.7, WfM 2.0, SM BIOS 2.7, ACPI 5.0
Bios;1 x 256 Mbit flash Korzystanie z licencjonowanego systemu AMI UEFI BIOS PnP 1.0a, DMI 2.7, WfM 2.0, SM BIOS 2.7, ACPI 5.0
Bios;1 x 128 Mbit flash Korzysta z licencji AMI UEFI BIOS PnP 1.0a, DMI 2.7, WfM 2.0, SM BIOS 2.7, ACPI 5.0
Bios;1 x 256 Mbit flash Licencja AMI UEFI BIOS PnP 1.0a, DMI 2.7, WfM 2.0, SM BIOS 2.7, ACPI 5.0
Format płyty;micro ATX
Format płyty;ATX
Format płyty;E-ATX
Oprogramowanie;Software: ASRock Motherboard Utility (A-Tuning) ASRock XFast LAN UEFI: ASRock EZ Mode ASRock Full HD UEFI ASRock My Favorites in UEFI ASRock Auto Driver Installer ASRock Instant Flash ASRock Easy RAID Installer
Oprogramowanie;Norton Internet Security (wersja OEM) cFosSpeed XSplit Gamecaster + Broadcaster (licencja na 12 miesięcy)
Oprogramowanie;Software: ASRock Motherboard Utility (A-Tuning) ASRock Polychrome SYNC ASRock XFast LAN UEFI: ASRock Full HD UEFI Automatyczny Instalator Sterowników ASRock ASRock Funkcja Instant Flash
Oprogramowanie;Software ASRock Motherboard Utility (A-Tuning) ASRock Polychrome SYNC ASRock XFast LAN UEFI ASRock Full HD UEFI ASRock Funkcja Instant Flash ASRock Easy RAID Installer
Oprogramowanie;Software: ASRock A-Tuning ASRock Polychrome SYNC ASRock XFast LAN UEFI: ASRock Full HD UEFI ASRock Funkcja Instant Flash ASRock Easy RAID Installer
Oprogramowanie;Sterowniki, Utilities, AntiVirus Software (Trial Version), Google Chrome Browser and Toolbar
Oprogramowanie;Oprogramowanie: ASRock Motherboard Utility (Phantom Gaming Tuning) ASRock Polychrome SYNC ASRock Key Master ASRock XFast LAN UEFI: ASRock Full HD UEFI ASRock Instant Flash
Oprogramowanie;Software: ASRock Motherboard Utility (A-Tuning) ASRock Polychrome SYNC* UEFI: ASRock Full HD UEFI ASRock Funkcja Instant Flash *Te narzędzie można pobrać z Live Update & APP Shop
Oprogramowanie;Oprogramowanie: ASRock Motherboard Utility (A-Tuning) ASRock XFast LAN UEFI: ASRock Full HD UEFI ASRock Instant Flash
Oprogramowanie;ASRock Motherboard Utility (A-Tuning) ASRock Dragon 2.5G LAN Software ASRock Polychrome SYNC* *Te narzędzia można pobrać z Live Update & APP Shop.
Oprogramowanie;Software ASRock Motherboard Utility (Phantom Gaming Tuning) Killer Control Center ASRock Polychrome SYNC* UEFI ASRock Full HD UEFI ASRock Auto Driver Installer ASRock Instant Flash
Oprogramowanie;Software ASRock Motherboard Utility (Phantom Gaming Tuning) ASRock Phantom Gaming LAN Software ASRock Polychrome SYNC UEFI ASRock Full HD UEFI ASRock Auto Driver Installer ASRock Instant Flash
Oprogramowanie;Oprogramowanie Narzędzie płyty głównej ASRock (A-Tuning) ASRock XFast LAN UEFI ASRock Full HD UEFI Instalator sterownika automatycznego ASRock Natychmiastowy Flash ASRock
Oprogramowanie;Oprogramowanie Narzędzie płyty głównej ASRock (A-Tuning) Oprogramowanie ASRock Dragon 2.5G LAN* UEFI ASRock Full HD UEFI Instalator sterownika automatycznego ASRock Natychmiastowy Flash ASRock
Oprogramowanie;Software: ASRock Motherboard Utility (A-Tuning) ASRock Dragon 2.5G LAN Software ASRock Polychrome SYNC UEFI: ASRock EZ Mode ASRock Full HD UEFI ASRock My Favorites in UEFI ASRock Auto Driver Installer ASRock Instant Flash ASRock Easy RAID Installer
Oprogramowanie;Software: ASRock Motherboard Utility (A-Tuning) ASRock XFast LAN UEFI: ASRock EZ Mode ASRock Full HD UEFI ASRock My Favorites in UEFI Automatyczny Instalator Sterowników ASRock ASRock Funkcja Instant Flash ASRock Easy RAID Installer
Oprogramowanie;ASRock Motherboard Utility (Funkcja Phantom Gaming Tuning) ASRock Sieć Phantom Gaming LAN Software ASRock Polychrome SYNC* *Te narzędzia można pobrać z Live Update & APP Shop.
Oprogramowanie;Software ASRock Motherboard Utility (Phantom Gaming Tuning) ASRock Polychrome SYNC ASRock XFast LAN UEFI ASRock EZ Mode ASRock Full HD UEFI ASRock My Favorites in UEFI ASRock Instant Flash ASRock Internet Flash ASRock Easy RAID Installer
Oprogramowanie;ASRock Motherboard Utility (Funkcja Phantom Gaming Tuning) ASRock Sieć Phantom Gaming LAN Software ASRock Polychrome SYNC* *Można pobrać z Live Update & APP Shop.
Oprogramowanie;Software ASRock Motherboard Utility (Phantom Gaming Tuning) Killer Control Center ASRock Polychrome SYNC* UEFI ASRock EZ Mode ASRock Full HD UEFI ASRock My Favorites in UEFI ASRock Auto Driver Installer ASRock Instant Flash ASRock Easy RAID Installer
Oprogramowanie;Software ASRock Motherboard Utility (A-Tuning) ASRock Dragon 2.5G LAN Software ASRock Polychrome SYNC* UEFI ASRock EZ Mode ASRock Full HD UEFI ASRock My Favorites in UEFI ASRock Auto Driver Installer ASRock Instant Flash ASRock Easy RAID Installer
Oprogramowanie;ASRock Motherboard Utility (Phantom Gaming Tuning) ASRock Polychrome SYNC ASRock XFast LAN
Oprogramowanie;Norton Internet Security (wersja OEM) Realtek 8125 Gaming LAN Bandwidth Control Utility
Oprogramowanie;Norton Internet Security (wersja OEM) LAN bandwidth management software
Oprogramowanie;Norton Internet Security (wersja OEM)  Oprogramowanie do zarządzania przepustowością sieci LAN
Oprogramowanie;Norton Internet Security (wersja OEM) Realtek 8118 Gaming LAN Narzędzie kontroli przepustowości
Oprogramowanie;Norton Internet Security (wersja OEM) Oprogramowanie do zarządzania przepustowością sieci LAN
Oprogramowanie;Norton Internet Security (OEM version) LAN bandwidth management software
Oprogramowanie;Norton Internet Security (OEM version) Oprogramowanie do zarządzania przepustowością sieci LAN
Liczba portów USB 3.0/USB 3.1 gen 1;5
Liczba portów USB 3.0/USB 3.1 gen 1;6
Liczba portów USB 3.0/USB 3.1 gen 1;8
Liczba portów USB 3.0/USB 3.1 gen 1;4
Liczba portów USB 3.0/USB 3.1 gen 1;7
Liczba portów USB 3.0/USB 3.1 gen 1;10
Liczba portów USB 3.0/USB 3.1 gen 1;12
Liczba portów USB 3.0/USB 3.1 gen 1;2
Liczba portów USB 3.0/USB 3.1 gen 1;3
Liczba portów USB 3.0/USB 3.1 gen 1;9
Obsługiwane systemy operacyjne;Windows 10 • Windows 11
Obsługiwane systemy operacyjne;Windows 10
Obsługiwane systemy operacyjne;Windows 11
Obsługiwane systemy operacyjne;Windows 10 • Windows 7
Obsługiwane systemy operacyjne;Brak
Obsługiwane systemy operacyjne;Linux • Mac OS • Windows 10 • Windows 11 • Windows 7 • Windows 8 • Windows Vista • Windows XP
Liczba portów USB 3.1/USB 3.1 gen 2;1
Liczba portów USB 3.1/USB 3.1 gen 2;2
Liczba portów USB 3.1/USB 3.1 gen 2;4
Liczba portów USB 3.1/USB 3.1 gen 2;3
Liczba portów USB 3.1/USB 3.1 gen 2;7
Liczba portów USB 3.1/USB 3.1 gen 2;5
Liczba portów USB 3.1/USB 3.1 gen 2;9
Liczba portów USB 3.1/USB 3.1 gen 2;14
Liczba portów USB 3.1/USB 3.1 gen 2;11
Liczba portów USB 3.1/USB 3.1 gen 2;6
Liczba portów USB 3.1/USB 3.1 gen 2;9876
Liczba portów USB 3.1/USB 3.1 gen 2;8
Liczba portów USB 3.1/USB 3.1 gen 2;10
Port / Złącze COM (szeregowy);Nie
Liczba portów USB 3.1/USB 3.1 gen 2/USB 3.2 gen 2;3
Port / Złącze LPT (równoległy);Nie
Producent chipsetu MB;Intel
Liczba gniazd DDR4;4
Liczba gniazd DDR4;2
Liczba portów USB 3.0/USB 3.1 gen 1/USB 3.2 gen 1;6
Złącza dostępne na płycie;1 x 4pin 12V zasilanie
Złącza dostępne na płycie;1 x 24pin ATX zasilanie • 1 x 4pin wentylator procesora • 1 x 8pin 12V zasilanie • 1 x Port szeregowy • 1 x Przedni panel audio • 1 x TPM • 2 x USB 2.0/1.1 • 2 x USB 3.0
Złącza dostępne na płycie;1 x 24pin ATX zasilanie • 1 x 4pin 12V zasilanie • 1 x 4pin wentylator procesora • 1 x Czujnik otwarcia obudowy • 1 x Port szeregowy • 1 x Przedni panel audio • 1 x TPM • 1 x USB 3.1 • 2 x 4pin wentylator obudowy • 2 x USB 2.0/1.1
Złącza dostępne na płycie;1 x 24pin ATX zasilanie • 1 x 4pin 12V zasilanie • 1 x 4pin wentylator procesora • 1 x Przedni panel audio • 1 x TPM • 1 x USB 3.0 • 2 x USB 2.0/1.1
Złącza dostępne na płycie;1 x 24pin ATX zasilanie • 1 x 4pin wentylator procesora • 1 x 4pin wentylator procesora chłodzenie cieczą • 1 x 8pin 12V zasilanie • 1 x Przedni panel audio • 1 x TPM • 1 x USB 2.0/1.1 • 1 x USB 3.0
Złącza dostępne na płycie;1 x 24pin ATX zasilanie • 1 x 4pin wentylator procesora • 1 x 8pin 12V zasilanie • 1 x Przedni panel audio • 1 x TPM • 1 x USB 3.0 • 2 x USB 2.0/1.1 • 3 x 4pin wentylator obudowy chłodzenie cieczą
Złącza dostępne na płycie;1 x 24pin ATX zasilanie • 1 x 4pin wentylator procesora • 1 x 8pin 12V zasilanie • 1 x Przedni panel audio • 1 x TPM • 1 x Thunderbolt • 1 x USB C • 2 x USB 2.0/1.1 • 2 x USB 3.0 • 3 x 4pin wentylator obudowy chłodzenie cieczą
Złącza dostępne na płycie;1 x 24pin ATX zasilanie • 1 x 4pin wentylator obudowy • 1 x 4pin wentylator procesora • 1 x 8pin 12V zasilanie • 1 x Czujnik otwarcia obudowy • 1 x Przedni panel audio • 1 x TPM • 1 x USB 2.0/1.1 • 1 x USB 3.1
Złącza dostępne na płycie;1 x 24pin ATX zasilanie • 1 x 4pin wentylator procesora • 1 x 8pin 12V zasilanie • 1 x Port szeregowy • 1 x Przedni panel audio • 1 x TPM • 1 x Thunderbolt • 1 x USB 2.0/1.1 • 2 x USB 3.0 • 8 x SATA III 6Gb/s
Złącza dostępne na płycie;1 x 24pin ATX zasilanie • 1 x 8pin 12V zasilanie • 1 x Port szeregowy • 1 x Przedni panel audio • 1 x TPM • 1 x Thunderbolt • 1 x USB 2.0/1.1 • 2 x 4pin wentylator procesora • 2 x USB 3.1 • 3 x 4pin wentylator obudowy
Złącza dostępne na płycie;1 x 24pin ATX zasilanie • 1 x 4-pin wentylator chłodzenia cieczą • 1 x 4pin wentylator procesora • 1 x Przedni panel audio • 1 x TPM • 1 x Thunderbolt • 1 x USB C • 2 x 8pin 12V zasilanie • 2 x USB 2.0/1.1 • 2 x USB 3.0
Złącza dostępne na płycie;1 x 24pin ATX zasilanie • 1 x 4-pin wentylator chłodzenia cieczą • 1 x 4pin wentylator procesora • 1 x Przedni panel audio • 1 x TPM • 1 x Thunderbolt • 1 x USB 2.0/1.1 • 1 x USB C • 2 x 8pin 12V zasilanie • 2 x USB 3.0
Złącza dostępne na płycie;1 x 24pin ATX zasilanie • 1 x 4-pin wentylator chłodzenia cieczą • 1 x 4pin wentylator procesora • 1 x Przedni panel audio • 1 x TPM • 1 x Thunderbolt • 1 x USB 3.0 • 1 x USB C • 2 x 8pin 12V zasilanie • 2 x USB 2.0/1.1
Złącza dostępne na płycie;1 x 24pin ATX zasilanie • 1 x 3pin wentylator procesora • 1 x 8pin 12V zasilanie • 1 x Przedni panel audio • 1 x System panel • 1 x TPM • 1 x Zworka Clear CMOS • 2 x M.2 • 2 x USB 2.0/1.1 • 2 x USB 3.0 • 4 x SATA III 6Gb/s
Złącza dostępne na płycie;1 x 24pin ATX zasilanie • 1 x 8pin 12V zasilanie • 1 x Przedni panel audio • 1 x Przycisk Q-Flash Plus • 1 x System panel • 1 x TPM • 1 x USB 2.0/1.1 • 1 x USB 3.0 • 1 x Zworka Clear CMOS • 2 x M.2 • 4 x SATA III 6Gb/s
Złącza dostępne na płycie;1 x 24pin ATX zasilanie • 1 x 4pin wentylator procesora • 1 x 8pin 12V zasilanie • 1 x Port szeregowy • 1 x Przedni panel audio • 1 x TPM • 1 x USB 2.0/1.1 • 1 x USB 3.0 • 1 x Zworka Clear CMOS • 2 x M.2 • 4 x SATA III 6Gb/s
Złącza dostępne na płycie;1 x 24pin ATX zasilanie • 1 x 4pin wentylator procesora • 1 x 8pin 12V zasilanie • 1 x Czujnik otwarcia obudowy • 1 x TPM • 1 x USB 3.0 • 1 x USB 3.1 • 2 x M.2 • 2 x USB 2.0/1.1 • 3 x 4pin wentylator obudowy • 4 x SATA III 6Gb/s
Złącza dostępne na płycie;1 x 3pin wentylator procesora
Złącza dostępne na płycie;1 x 4pin wentylator procesora • 1 x Czujnik otwarcia obudowy • 1 x Port szeregowy • 1 x Przedni panel audio • 1 x TPM • 2 x System panel • 2 x USB 3.0 • 4 x USB 2.0/1.1
Kompatybilność;E-ATX/ATX/mATX/ITX
Kompatybilność;ATX/mATX/ITX
Kompatybilność;mATX/ITX
Panel boczny z oknem;Tak
Dodatkowe wyciszenie;Tak
Dodatkowe wyciszenie;Nie
Maksymalna długość karty graficznej;430 mm
Maksymalna długość karty graficznej;369 mm
Maksymalna długość karty graficznej;350 mm
Maksymalna długość karty graficznej;410 mm
Maksymalna długość karty graficznej;325 mm
Maksymalna długość karty graficznej;325 mm (350mm bez wentylatorów z przodu)
Maksymalna długość karty graficznej;280 mm
Maksymalna długość karty graficznej;345 mm
Maksymalna długość karty graficznej;375 mm
Maksymalna długość karty graficznej;300 mm
Maksymalna wysokość układu chłodzenia procesora;180 mm
Maksymalna wysokość układu chłodzenia procesora;190 mm
Maksymalna wysokość układu chłodzenia procesora;179 mm
Maksymalna wysokość układu chłodzenia procesora;161 mm
Maksymalna wysokość układu chłodzenia procesora;136 mm
Maksymalna wysokość układu chłodzenia procesora;160 mm
Maksymalna wysokość układu chłodzenia procesora;165 mm
Złącza panelu przedniego;1x USB 3.2 Gen. 2 Type C, 2x USB 3.2 Gen. 1, 2x audio
Złącza panelu przedniego;2x USB 3.1 Gen 1, 2x złącza audio
Złącza panelu przedniego;o 1× USB-C o 2× USB-A o 1× słuchawki (minijack 3,5 mm) o 1× mikrofon (minijack 3,5 mm) o 1× przycisk POWER o 1× przycisk RESET/LED
Złącza panelu przedniego;2x USB 3.2 Gen 1, 2x złącza audio
Złącza panelu przedniego;1x USB 3.0, 1x USB 2.0, 2x złącza audio
Złącza panelu przedniego;2x USB 3.0, 1x USB 2.0, 2x złącza audio, reset
Złącza panelu przedniego;1x USB 3.1 Gen 1, 1x USB 2.0, 2x złącza audio
Złącza panelu przedniego;1x USB 3.0, 2x USB 2.0, 2x złącza audio, 1x power, 1x led/reset
"Zatoki zewnętrzne 5.25""";Brak
"Zatoki wewnętrzne 3.5""";3
"Zatoki wewnętrzne 3.5""";2
"Zatoki wewnętrzne 3.5""";1
"Zatoki wewnętrzne 2.5""";9
"Zatoki wewnętrzne 2.5""";5
"Zatoki wewnętrzne 2.5""";6
"Zatoki wewnętrzne 2.5""";2
"Zatoki wewnętrzne 2.5""";3
Sloty rozszerzeń;9
Sloty rozszerzeń;7
Sloty rozszerzeń;4
Wentylatory w zestawie;2x Silent Wings 3 140mm PWM high-speed
Wentylatory w zestawie;2
Wentylatory w zestawie;Przód: 3× Wentylator Stratus 140 PWM ARGB (200–1200 obr./min.) Tył: 1× Wentylator Stratus 140 PWM ARGB (200–1200 obr./min.)
Wentylatory w zestawie;4x 120 mm Stratus PWM
Wentylatory w zestawie;4x 120 mm Stratus PWM ARGB
Wentylatory w zestawie;1x 120 mm Stratus PWM (tył)
Wentylatory w zestawie;1
Wentylatory w zestawie;1 x 120mm
Wentylatory w zestawie;4
Wentylatory w zestawie;3x 120 mm (przód) - podświetlenie RGB 1x 120 mm (tył) - podświetlenie RGB
Maksymalna liczba wentylatorów;9
Maksymalna liczba wentylatorów;6
Maksymalna liczba wentylatorów;7
Maksymalna liczba wentylatorów;8
Maksymalna liczba wentylatorów;3
Maksymalna liczba wentylatorów;6 x120mm
Maksymalna liczba wentylatorów;5
Typ zasilacza;ATX
Dołączony zasilacz;Nie
Kod produktu;B8E2-60664
Kod produktu;AX4U300038G16-ST41
Kod produktu;CMW16GX4M2Z3200C16
Kod produktu;PVS48G320C6
Kod produktu;CMK16GX4M2A2400C14
Kod produktu;F3-1600C11S-4GNS
Kod produktu;F4-2666C19S-8GIS
Kod produktu;PVE2416G320C8K
Kod produktu;PVV532G600C36K
Typ złącza;DIMM
Napięcie;1.2 V
Napięcie;1.35 V
Radiator;Tak
Radiator;Nie
Pojemność modułu;8 GB
Pojemność modułu;4 GB
Pojemność modułu;16 GB
Ilość modułów;1
Ilość modułów;2
Opóźnienia;CL 16
Opóźnienia;CL 15
Opóźnienia;CL 14
Opóźnienia;CL 11
Opóźnienia;CL 19
Opóźnienia;CL 18
Taktowanie;3200 MHz
Taktowanie;3000 MHz
Taktowanie;2400 MHz
Taktowanie;1600 MHz
Taktowanie;2666 MHz
Taktowanie;3600 MHz
Taktowanie;6000 MHz
Podświetlenie;Nie
Podświetlenie;Tak
Podświetlenie opis;LED RGB
Podświetlenie opis;Adresowalne podświetlenie RGB
Dodatkowe Informacje;Najnowsza rewizja RYZEN 3000 READY
Dodatkowe Informacje;ASUS 5X PROTECTION III - DIGI+ VRM - LANGuard - Overvoltage Protection - SafeSlot Core - Stainless-Steel Back I/O ASUS Q-Design - Q-DIMM - Q-Slot ASUS EZ DIY - ProCool ASUS Thermal Solution - VRM heatsink design ASUS Lighting Control RGB header
Dodatkowe Informacje;ASUS 5X PROTECTION III - DIGI+ VRM - LANGuard - Overvoltage Protection - SafeSlot Core - Stainless-Steel Back I/O ASUS Q-Design - Q-DIMM - Q-Slot ASUS Thermal Solution - Aluminum heatsink design ASUS Lighting Control - RGB header
Dodatkowe Informacje;1 x 128 Mbit flash Use of licensed AMI UEFI BIOS PnP 1.0a, DMI 2.7, WfM 2.0, SM BIOS 2.7, ACPI 5.0
Zintegrowana karta graficzna;AMD Radeon Vega 6
Zintegrowana karta graficzna;Nie
Zintegrowana karta graficzna;Radeon Graphics VEGA
Zintegrowana karta graficzna;Radeon™ Graphics
Zintegrowana karta graficzna;AMD Radeon Vega 8
Zintegrowana karta graficzna;Brak
Zintegrowana karta graficzna;nie
Kolor podświetlenia;RGB (zmiana koloru)
Kolor podświetlenia;RGB
Kolor podświetlenia;Multikolor
Wtyczka podświetlenia;3 PIN (ARGB)
Wtyczka podświetlenia;4 PIN (RGB)
Poziom hałasu;Brak danych
Poziom hałasu;25 dBA
Poziom hałasu;0 dB
Przepływ powietrza;Brak danych
Przepływ powietrza;47.3 CFM
Łożysko;FDB (Hydrauliczne)
Łożysko;Magnetic Bearing
Żywotność;100 000 h
Sprawność;80%
Sprawność;85%
Sprawność;90%
Sprawność;92%
Sprawność;88%
Układ PFC (korekcja współczynnika mocy);Aktywny (APFC)
Chłodzenie (opis);TRIPLE FAN
Chłodzenie (opis);Wodne / Cieczą
Chłodzenie (opis);Dual Fan
Chłodzenie (opis);TWIN FROZR 8
Typ napędu;Zewnętrzny
Typ napędu;Wewnętrzny
Pojemność dysku;240 GB
Pojemność dysku;480 GB
Pojemność dysku;960 GB
Pojemność dysku;1 TB
Pojemność dysku;2 TB
Pojemność dysku;512 GB
Pojemność dysku;256 GB
Pojemność dysku;2000 GB
Pojemność dysku;500 GB
Pojemność dysku;4 TB
Pojemność dysku;1.92 TB
Pojemność dysku;120 GB
Pojemność dysku;1000 GB
Pojemność dysku;128 GB
Pojemność dysku;2048 GB
Pojemność dysku;250 GB
Pojemność dysku;3.84 TB
Pojemność dysku;7.68 TB
Pojemność dysku;4000 GB
Pojemność dysku;1024 GB
Pojemność dysku;4096 GB
Pojemność dysku;20000 GB
Pojemność dysku;240 KB
Pojemność dysku;1920 GB
Pojemność dysku;480 KB
Pojemność dysku;960 KB
Pojemność dysku;7.68 GB
Pojemność dysku;400 GB
Pojemność dysku;800 GB
Pozostałe parametry;Plastik / silikon zabezpieczający przed drganiami
Pozostałe parametry;Plastik/silikon zabezpieczający przed drganiami
Pozostałe parametry;Napięcie DC 5 V, 900 mA  Wymagania systemowe Windows 8 / 8.1 / 10 Mac OS X 10.6 lub nowszy Linux Kernel 2.6 lub nowszy Android 5.0 lub nowszy  Akcesoria Kabel USB 3.2 typu C na C, kabel USB 3.2 typu C na A, skrócona instrukcja obsługi
Pozostałe parametry;Napięcie DC 5 V, 900 mA Wymagania systemowe Windows 8 / 8.1 / 10 Mac OS X 10.6 lub nowszy Linux Kernel 2.6 lub nowszy Android 5.0 lub nowszy Akcesoria Kabel USB 3.2 typu C na C, kabel USB 3.2 typu C na A, skrócona instrukcja obsługi
Pozostałe parametry;Wymiary z radiatorem: 3,13 x 22 x 80 mm Waga z radiatorem: 9 g
Pozostałe parametry;Wymiary z radiatorem: 2,65 x 22 x 80 mm Waga z radiatorem: 7,3 g
Pozostałe parametry;Pamięć flash NAND: 3D NAND Kontroler Innogrit IG5220 Odporność na wstrząsy: 1500 G/0,5 ms MTBF: 2 000 000 godzin
